id,label,alt_labels,parent_id
SK0057,Teleconferencing software,teleconferencingsoftware,43233502
SK0063,Amazon Web Services AWS software,amazonwebservicesawssoftware,43232306
SK0074,Citrix cloud computing software,citrixcloudcomputingsoftware,43232901
SK0077,Customer information control system CICS,customerinformationcontrolsystemcics,43232313
SK0088,Geographic information system GIS software,geographicinformationsystemgissoftware,43232510
SK0136,Oracle E-Business Suite Financials,"oracle e business suite financials,oracle ebusiness suite financials,oraclee-businesssuitefinancials",43231604
SK0141,Oracle PeopleSoft Financials,oraclepeoplesoftfinancials,43231602
SK0148,PostgreSQL,,43232311
SK0165,Social media sites,socialmediasites,43232107
SK0184,Cisco AnyConnect,ciscoanyconnect,43232901
SK0185,Cisco Webex,ciscowebex,43233502
SK0189,Legislative Automative Workflow System LAWS,legislativeautomativeworkflowsystemlaws,43232306
SK0224,JavaScript,,43232408
SK0232,Social media software,socialmediasoftware,43232107
SK0253,Figma,,43232404
SK0254,GitHub,,43232701
SK0264,MySQL,,43232306
SK0268,Oracle JavaServer Pages JSP,oraclejavaserverpagesjsp,43232408
SK0271,Python,,43232405
SK0316,Incident command system ICS software,incidentcommandsystemicssoftware,43231507
SK0336,Cisco Systems WAN Manager,ciscosystemswanmanager,43232917
SK0340,Enterprise JavaBeans,enterprisejavabeans,43232408
SK0369,Node.js,"node,node js,nodejs",43232408
SK0373,Oracle Java,oraclejava,43232405
SK0391,Spring Framework,springframework,43232408
SK0414,Automatic Data Processing PC payroll for windows PCPW,automaticdataprocessingpcpayrollforwindowspcpw,43231505
SK0429,Financial accounting software,financialaccountingsoftware,43231601
SK0436,SunGard Financial Systems AddVantage,sungardfinancialsystemsaddvantage,43231604
SK0439,Citect IIM,citectiim,43232608
SK0443,Computer integrated manufacturing CIM software,computerintegratedmanufacturingcimsoftware,43232108
SK0444,Computer integrated manufacturing CIM time manager software,computerintegratedmanufacturingcimtimemanagersoftware,43231505
SK0445,Computer integrated manufacturing CIM warehouse shipping manager software,computerintegratedmanufacturingcimwarehouseshippingmanagersoftware,43231508
SK0451,Financial planning software,financialplanningsoftware,43231604
SK0480,Infinity QS ProFicient,infinityqsproficient,43232608
SK0496,Thermo Fisher Scientific Laboratory Information Management Systems LIMS,thermofisherscientificlaboratoryinformationmanagementsystemslims,43232605
SK0509,Infor Lawson Supply Chain Management,inforlawsonsupplychainmanagement,43231506
SK0511,Oracle PeopleSoft Enterprise Financial Management Solutions,oraclepeoplesoftenterprisefinancialmanagementsolutions,43231604
SK0546,Integrated Decision Support Corporation Expert Fuel,integrateddecisionsupportcorporationexpertfuel,43231506
SK0547,Integrated Decision Support Corporation Netwise Supply Chain,integrateddecisionsupportcorporationnetwisesupplychain,43231506
SK0548,Integrated Decision Support Corporation Route Advice,integrateddecisionsupportcorporationrouteadvice,43232504
SK0549,Integrated Decision Support Corporation Swap Advice,integrateddecisionsupportcorporationswapadvice,43231506
SK0550,Integrated Decision Support Match Advice,integrateddecisionsupportmatchadvice,43232605
SK0551,Integrated Decision Support Netwise Enterprise,integrateddecisionsupportnetwiseenterprise,43232605
SK0552,Integrated Decision Support Netwise Frontline,integrateddecisionsupportnetwisefrontline,43232605
SK0573,Scanlon Associates LogPak,scanlonassociateslogpak,43232606
SK0591,CDC Supply Chain,cdcsupplychain,43231506
SK0607,Lawson S3 Supply Chain Management,lawsons3supplychainmanagement,43231506
SK0645,Humanic Design Human Resources Management System,humanicdesignhumanresourcesmanagementsystem,43231505
SK0647,Jenss & Associates CompKeeper,jenss&associatescompkeeper,43231505
SK0648,Lawson Human Resource Management,lawsonhumanresourcemanagement,43231505
SK0657,Piney Creek Digital Protocol System,pineycreekdigitalprotocolsystem,43231505
SK0688,Lawson Human Resources Suite,lawsonhumanresourcessuite,43231505
SK0694,Paylocity Web Pay,paylocitywebpay,43231605
SK0765,OnPoint Digital OnPoint Learning & Performance Suite,onpointdigitalonpointlearning&performancesuite,43232502
SK0806,CDA International Manifold System,cdainternationalmanifoldsystem,43233506
SK0818,Geographic information system GIS systems,geographicinformationsystemgissystems,43232510
SK0839,Specialized Data Systems Ultra Farm,specializeddatasystemsultrafarm,43231601
SK0885,Cirrus Group Daycare Works,cirrusgroupdaycareworks,43231602
SK0930,Specialized Data Systems School Office,specializeddatasystemsschooloffice,43231602
SK0935,Ellucian Colleague,elluciancolleague,43231602
SK0936,Ellucian Degree Works,elluciandegreeworks,43231507
SK0944,SunGard Higher Education Banner Unified Digital Campus,sungardhighereducationbannerunifieddigitalcampus,43231602
SK0956,Cisco IOS,ciscoios,43233004
SK0960,Django,,43232408
SK0961,Docker,,43232701
SK0966,Git,,43232203
SK0971,JavaScript Object Notation JSON,javascriptobjectnotationjson,43232408
SK0975,React,,43232408
SK0997,DataTeam Lunch Express,datateamlunchexpress,43232611
SK1005,"IPro Restaurant Inventory, Recipe & Menu Software","iprorestaurantinventory,recipe&menusoftware",43232605
SK1033,American Medical Association CodeManager,americanmedicalassociationcodemanager,43232301
SK1034,API Healthcare ActiveStaffer,apihealthcareactivestaffer,43232108
SK1054,GE Healthcare Centricity EMR,gehealthcarecentricityemr,43232610
SK1066,Relative Values for Physicians,relativevaluesforphysicians,43232605
SK1079,Clinical data management system CDMS,clinicaldatamanagementsystemcdms,43232306
SK1082,Electronic data capture EDC software,electronicdatacaptureedcsoftware,43232605
SK1084,InferMed MACRO Electronic Data Capture,infermedmacroelectronicdatacapture,43232605
SK1087,KIKA Veracity,kikaveracity,43232306
SK1092,PercipEnz Technologies OnCore-Clinical Research Management OnCore-CRM,"percipenz technologies oncore clinical research management oncore crm,percipenz technologies oncoreclinical research management oncorecrm,percipenztechnologiesoncore-clinicalresearchmanagementoncore-crm",43232306
SK1097,Sierra Scientific Software CRIS,sierrascientificsoftwarecris,43232306
SK1099,SyMetric Sciences SyMetric,symetricsciencessymetric,43232306
SK1103,ESRI ArcInfo,esriarcinfo,43232510
SK1119,Facility database software,facilitydatabasesoftware,43232306
SK1124,Web Box Activity Tracing System WebBATS,webboxactivitytracingsystemwebbats,43232306
SK1157,Yardi Systems Yardi Voyager Commercial,yardisystemsyardivoyagercommercial,43232306
SK1165,Digital Engineering Corporation E-MAPS,"digital engineering corporation e maps,digital engineering corporation emaps,digitalengineeringcorporatione-maps",43233506
SK1177,Financial reporting software,financialreportingsoftware,43231601
SK1181,iCIMS Talent Cloud software,icimstalentcloudsoftware,43231505
SK1183,Twin Tiers Technologies CIMS,twintierstechnologiescims,43232306
SK1212,Adlib Express,adlibexpress,43232202
SK1229,Electronic document management system EDMS,electronicdocumentmanagementsystemedms,43232202
SK1267,AssurX Financial Services Compliance Management System,assurxfinancialservicescompliancemanagementsystem,43232606
SK1282,EtQ FDA cGxP Compliance Software for Life Sciences,etqfdacgxpcompliancesoftwareforlifesciences,43232606
SK1319,Web conferencing software,webconferencingsoftware,43233502
SK1332,Videoconferencing software,videoconferencingsoftware,43233502
SK1334,Google Angular,googleangular,43232408
SK1354,Sourcing Simulator,sourcingsimulator,43231503
SK1355,Specialized Business Solutions Keystroke POS,specializedbusinesssolutionskeystrokepos,43232611
SK1366,Financial analysis software,financialanalysissoftware,43231604
SK1379,Automatic Data Processing Autosource,automaticdataprocessingautosource,43232202
SK1380,Automatic Data Processing Claims Manager & Dispatch,automaticdataprocessingclaimsmanager&dispatch,43232202
SK1381,Automatic Data Processing Estimating,automaticdataprocessingestimating,43231604
SK1393,CCC GuidePost Decision Support,cccguidepostdecisionsupport,43231511
SK1414,Injury Sciences EDR InSight,injurysciencesedrinsight,43232605
SK1432,App Software Associations AppTrak.net,"app software associations apptrak net,app software associations apptraknet,appsoftwareassociationsapptrak.net",43231507
SK1437,NCH Software Express Invoice,nchsoftwareexpressinvoice,43231601
SK1442,Commercial driver's license information system CDLIS,commercialdriver'slicenseinformationsystemcdlis,43232306
SK1444,Digital imaging system software,digitalimagingsystemsoftware,43232102
SK1453,Fully Integrated Environmental Location Decision Support FIELDS,fullyintegratedenvironmentallocationdecisionsupportfields,43232605
SK1458,Spatial Analysis and Decision Assistance SADA,spatialanalysisanddecisionassistancesada,43232605
SK1464,Berkshire Associates BALANCEaap,berkshireassociatesbalanceaap,43231505
SK1494,Douglas Associates Forensic Filer,douglasassociatesforensicfiler,43232306
SK1495,EMC Documentum,emcdocumentum,43232202
SK1497,Genetic database software,geneticdatabasesoftware,43232306
SK1506,Automated commercial environment software ACE,automatedcommercialenvironmentsoftwareace,43232306
SK1509,Electronic data interchange EDI software,electronicdatainterchangeedisoftware,43233501
SK1523,Decisioneering Crystal Ball,decisioneeringcrystalball,43232605
SK1555,Ellucian Banner Human Resources,ellucianbannerhumanresources,43231505
SK1563,ICIMS,,43231505
SK1605,Kubernetes,,43232701
SK1607,LaborSoft LaborForce Discipline Manager module,laborsoftlaborforcedisciplinemanagermodule,43231505
SK1610,LaborSoft LaborForce Incident Tracking module,laborsoftlaborforceincidenttrackingmodule,43231505
SK1663,Convention Industry Council CIC APEX Toolbox,conventionindustrycouncilcicapextoolbox,43231507
SK1664,Dean Evans & Associates EMS Professional,deanevans&associatesemsprofessional,43232306
SK1705,Humanic Design Employmee Self-Service,"humanic design employmee self service,humanic design employmee selfservice,humanicdesignemploymeeself-service",43231505
SK1709,Lawson ERP,lawsonerp,43231602
SK1721,Stroud & Associates Employee Benefits Administration System,stroud&associatesemployeebenefitsadministrationsystem,43231505
SK1728,VUE Benefits Manager,vuebenefitsmanager,43231505
SK1729,VUE Compensation Management,vuecompensationmanagement,43231505
SK1755,Geographic information system GIS marketing software,geographicinformationsystemgismarketingsoftware,43232306
SK1780,Thomson Financial Investext,thomsonfinancialinvestext,43232309
SK1785,Vantage MCIF,vantagemcif,43232303
SK1799,IBM Digital Analytics,ibmdigitalanalytics,43232314
SK1849,Cisco Systems CiscoWorks,ciscosystemsciscoworks,43232804
SK1862,Social networking software,socialnetworkingsoftware,43232107
SK1890,AuditWare financial reporting and auditing software,auditwarefinancialreportingandauditingsoftware,43231604
SK1892,Automation Counselors municiPAL,automationcounselorsmunicipal,43231601
SK1897,Bi3 Financial Statement Fraud Analysis,bi3financialstatementfraudanalysis,43231604
SK1912,CCIS AccountAbility,ccisaccountability,43231601
SK1923,Digital analysis tests and statistics DATAS for Excel,digitalanalysistestsandstatisticsdatasforexcel,43231604
SK1924,Digital analysis tests and statistics DATAS for SAS,digitalanalysistestsandstatisticsdatasforsas,43231604
SK1928,Financial Competence,financialcompetence,43231604
SK1929,Financial statement software,financialstatementsoftware,43231601
SK1930,Fixed-assets depreciation software,"fixed assets depreciation software,fixed-assetsdepreciationsoftware,fixedassets depreciation software",43231604
SK1940,Intellitax financial solutions software,intellitaxfinancialsolutionssoftware,43231603
SK1949,KPB Associates TaxStream,kpbassociatestaxstream,43231603
SK1967,Pentana audit work system PAWS,pentanaauditworksystempaws,43231604
SK1992,Star Software Fixed Asset Depreciation,starsoftwarefixedassetdepreciation,43231604
SK1998,Thomson Creative Solutions Financial Analysis CS,thomsoncreativesolutionsfinancialanalysiscs,43231604
SK2020,ACI Appraiser's Choice,aciappraiser'schoice,43232112
SK2026,Business Management Systems Municipal Geographic Management System MGMS,businessmanagementsystemsmunicipalgeographicmanagementsystemmgms,43232306
SK2027,Compass Municipal Services CAMAlot,compassmunicipalservicescamalot,43232605
SK2028,Concierge Systems Report Concierge,conciergesystemsreportconcierge,43232104
SK2052,REI Wise Commercial,reiwisecommercial,43231604
SK2069,Lilly Software Associates VISUAL Enterprise,lillysoftwareassociatesvisualenterprise,43231602
SK2090,Dun and Bradstreet Global DecisionMaker,dunandbradstreetglobaldecisionmaker,43231604
SK2092,Equifax Advanced Decisioning,equifaxadvanceddecisioning,43231604
SK2103,Fair Isaac Capstone Decision Manager,fairisaaccapstonedecisionmanager,43231604
SK2106,Moody's KMV Decisions,moody'skmvdecisions,43231604
SK2107,Moody's KMV Financial Analyst,moody'skmvfinancialanalyst,43231604
SK2127,Express Business Valuations,expressbusinessvaluations,43231604
SK2128,Financial modeling software,financialmodelingsoftware,43231604
SK2134,Harland Financial Solutions DecisionPro,harlandfinancialsolutionsdecisionpro,43231604
SK2137,Innova Financial Solutions Derivatives Expert,innovafinancialsolutionsderivativesexpert,43231604
SK2165,OptionVue Options Analysis,optionvueoptionsanalysis,43231604
SK2167,Oracle Hyperion Financial Management,oraclehyperionfinancialmanagement,43231604
SK2171,Peer-to-Peer Financial Analysis,"peer to peer financial analysis,peer-to-peerfinancialanalysis,peertopeer financial analysis",43231604
SK2174,Pricing software,pricingsoftware,43231604
SK2180,Spreadware Business Financial Analysis,spreadwarebusinessfinancialanalysis,43231604
SK2183,SSA Global Infinium Financial Management,ssaglobalinfiniumfinancialmanagement,43231602
SK2190,TechHackers Financial @nalyst,techhackersfinancial@nalyst,43231604
SK2198,TradeTools Financial Market Databases,tradetoolsfinancialmarketdatabases,43232309
SK2199,TradeTools Monthly U.S. Economic Database,"tradetools monthly u s economic database,tradetools monthly us economic database,tradetoolsmonthlyu.s.economicdatabase",43232309
SK2206,Whitebirch Software Projected Financials,whitebirchsoftwareprojectedfinancials,43231604
SK2210,Wolfram Research Mathematica UnRisk Pricing Engine,wolframresearchmathematicaunriskpricingengine,43231604
SK2217,Automatic Data Processing ProxyEdge,automaticdataprocessingproxyedge,43232104
SK2220,Cheshire Financial Planning Suite,cheshirefinancialplanningsuite,43231604
SK2236,Financial Planning Consultants Practice Builder,financialplanningconsultantspracticebuilder,43232303
SK2237,Financial planning presentation software,financialplanningpresentationsoftware,43232106
SK2238,Financial Profiles Profiles+ Professional,financialprofilesprofiles+professional,43231604
SK2239,Financial report generation software,financialreportgenerationsoftware,43232104
SK2249,J&L Financial Planner,j&lfinancialplanner,43231604
SK2253,MoneyTree Silver Financial Planner (financial analysis feature),moneytreesilverfinancialplanner(financialanalysisfeature),43231604
SK2254,MoneyTree Silver Financial Planner (presentation feature),moneytreesilverfinancialplanner(presentationfeature),43232106
SK2255,Morningstar Principia,morningstarprincipia,43231604
SK2285,Fair Isaac Enterprise Decision Management for Insurance,fairisaacenterprisedecisionmanagementforinsurance,43231602
SK2294,SIS SEMCI PARTNER,sissemcipartner,43231602
SK2302,Financial compliance software,financialcompliancesoftware,43232606
SK2303,Financial transaction analysis software,financialtransactionanalysissoftware,43231604
SK2313,CoreLogic DebtorTrace,corelogicdebtortrace,43232306
SK2319,Paragon Financial Services Paragon Financial System,paragonfinancialservicesparagonfinancialsystem,43231604
SK2325,Bottom Line LoanMaster Loan Servicing,bottomlineloanmasterloanservicing,43231601
SK2332,EDExpress,,43232306
SK2339,Financial aid management system FAM,financialaidmanagementsystemfam,43232306
SK2340,Financial Industry Computer Systems Loan Accountant,financialindustrycomputersystemsloanaccountant,43231601
SK2341,Financial Industry Computer Systems Loan Originator,financialindustrycomputersystemsloanoriginator,43231604
SK2342,Financial Industry Computer Systems Loan Producer,financialindustrycomputersystemsloanproducer,43231604
SK2354,SunGard Higher Education Banner Financial Aid,sungardhighereducationbannerfinancialaid,43232306
SK2358,The Mortgage Office Loan Servicing,themortgageofficeloanservicing,43231604
SK2359,VueCentric MortgageDashboard,vuecentricmortgagedashboard,43231604
SK2361,Wolters Kluwer Financial Services ComplianceOne,wolterskluwerfinancialservicescomplianceone,43232606
SK2365,ACI TaskTracker,acitasktracker,43231507
SK2366,Creative Solutions CPA Depreciation,creativesolutionscpadepreciation,43231603
SK2398,Amazon Web Services AWS CloudFormation,amazonwebservicesawscloudformation,43232806
SK2412,Electronic design automation EDA software,electronicdesignautomationedasoftware,43232604
SK2416,Hierarchical simulation program with integrated circuit emphasis HSPICE,hierarchicalsimulationprogramwithintegratedcircuitemphasishspice,43232605
SK2438,Oracle Java 2 Platform Enterprise Edition J2EE,oraclejava2platformenterpriseeditionj2ee,43232402
SK2462,Spring Boot,springboot,43232701
SK2487,Bizmatics PrognoCIS EMR,bizmaticsprognocisemr,43232610
SK2492,Computerized physician order entry CPOE software,computerizedphysicianorderentrycpoesoftware,43232610
SK2497,MEDITECH Healthcare Information System HCIS,meditechhealthcareinformationsystemhcis,43232610
SK2504,Picis CareSuite,piciscaresuite,43232610
SK2569,Security incident management software,securityincidentmanagementsoftware,43233203
SK2629,Cisco Systems Cisco NetFlow Collection Engine,ciscosystemscisconetflowcollectionengine,43232801
SK2630,Cisco Systems Cisco Traffic Analyzer,ciscosystemsciscotrafficanalyzer,43232801
SK2631,Cisco Systems CiscoWorks LAN Management Solution,ciscosystemsciscoworkslanmanagementsolution,43232804
SK2639,EMC Ionix Network Configuration Manager,emcionixnetworkconfigurationmanager,43232401
SK2646,Hewlett-Packard HP Network Node Manager,"hewlett packard hp network node manager,hewlett-packardhpnetworknodemanager,hewlettpackard hp network node manager",43232804
SK2691,Lucid IQ CMP,lucidiqcmp,43232306
SK2707,Capacity planning software,capacityplanningsoftware,43232407
SK2708,Cisco Systems Cisco Web Cache Communication Protocol WCCP,ciscosystemsciscowebcachecommunicationprotocolwccp,43232908
SK2709,Cisco Systems Gateway Load Balancing Protocol GLBP,ciscosystemsgatewayloadbalancingprotocolglbp,43232908
SK2710,Cisco Systems Hot Standby Router Protocol HSRP,ciscosystemshotstandbyrouterprotocolhsrp,43232908
SK2711,Cisco Systems Wireless Control System WCS,ciscosystemswirelesscontrolsystemwcs,43232804
SK2712,Citrix XenApp,citrixxenapp,43232701
SK2714,Computer Associates ArcServ Backup,computerassociatesarcservbackup,43233415
SK2756,Oracle Java Enterprise Edition EE,oraclejavaenterpriseeditionee,43232402
SK2758,Packet tracing software,packettracingsoftware,43232801
SK2769,Symantec Intruder Alert,symantecintruderalert,43232801
SK2800,Computer Associates Log Analyzer,computerassociatesloganalyzer,43232406
SK2810,Database capacity planning software,databasecapacityplanningsoftware,43232407
SK2816,Ellucian Banner ERP,ellucianbannererp,43231602
SK2822,IBM Interactive System Productivity Facility ISPF,ibminteractivesystemproductivityfacilityispf,43232304
SK2831,Oracle Application Express APEX,oracleapplicationexpressapex,43232408
SK2880,Multidimensional Expressions MDX,multidimensionalexpressionsmdx,43232304
SK2906,ParAccel Analytic Database,paraccelanalyticdatabase,43232304
SK2948,Beginner's all-purpose symbolic instruction code BASIC,"beginner's all purpose symbolic instruction code basic,beginner's allpurpose symbolic instruction code basic,beginner'sall-purposesymbolicinstructioncodebasic",43232402
SK2960,Computer Associates integrated data management system CA-IDMS,"computer associates integrated data management system ca idms,computer associates integrated data management system caidms,computerassociatesintegrateddatamanagementsystemca-idms",43232304
SK3001,Simulation program with integrated circuit emphasis SPICE,simulationprogramwithintegratedcircuitemphasisspice,43232605
SK3006,Symbolic debugger software,symbolicdebuggersoftware,43232406
SK3011,Xerces2 Java Parser,xerces2javaparser,43232402
SK3023,GitLab,,43232701
SK3031,JavaScript framework software,javascriptframeworksoftware,43232408
SK3032,Jenkins CI,jenkinsci,43232403
SK3048,React Native,reactnative,43232408
SK3049,React Redux,reactredux,43232408
SK3058,Sun Microsystems Java Persistence API,sunmicrosystemsjavapersistenceapi,43232405
SK3059,TypeScript,,43232405
SK3061,Vue.js,"vue,vue js,vuejs",43232408
SK3094,YourKit Java Profiler,yourkitjavaprofiler,43232406
SK3118,3D graphic design software,3dgraphicdesignsoftware,43232102
SK3125,Microsoft Expression Blend,microsoftexpressionblend,43232404
SK3145,Sun Microsystems Java Servlet API,sunmicrosystemsjavaservletapi,43232405
SK3161,ESRI ArcIMS,esriarcims,43232510
SK3167,National Land Cover Database NLCD,nationallandcoverdatabasenlcd,43232306
SK3173,Sun Microsystems Java,sunmicrosystemsjava,43232405
